Name,Duration,Conf,Efficiency 
model00001.xml,52.011,399,7.6715
model00002.xml,2305.365,4560,1.9780
model00003.xml,2359.456,4563,1.9339
model00004.xml,2405.349,4550,1.8916
model00005.xml,2264.35,4546,2.0076
model00006.xml,2352.332,4542,1.9308
model00007.xml,28802.04,7644,0.2654
model00008.xml,3039.412,4975,1.6368
model00009.xml,3895.537,6392,1.6409
model00010.xml,3672.537,6245,1.7005
